description,keywords,name,no_of_reviews,price,published_date,ratings,url,max_no_weeks_on_list,price_numeric,ratings_numeric,class_text,polarity_score
"Kate Burkholder, an Amish-born (but excommunicated) chief of police, believes that an old friend accused of his wife’s murder may be innocent.","['castillo', 'linda', 'amish', 'police', 'mystery', 'chief', 'childhood', 'joseph', 'king', 'mill', 'murder', 'convicted', 'suspense', 'prison', 'truth', 'community', 'kept', 'tomasetti', 'hostage', 'town']",DOWN A DARK ROAD,403,"['Hardcover', '$14.09', '103', 'Used', 'from', '$1.29', '77', 'New', 'from', '$8.96', '4', 'Collectible', 'from', '$7.50', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App', 'Mass', 'Market', 'Paperback', '$7.48', '74', 'Used', '$1.34', '61', 'New', '$6.55']",2017-07-30,4.7 out of 5 s,https://www.amazon.com/Down-Dark-Road-Burkholder-Novel/dp/1250121280?tag=NYTBS-20,1,14.09,4.7,pos,0.3
"Renée Ballard, a young detective with the L.A.P.D., investigates crimes against two women","['connelly', 'bosch', 'michael', 'ballard', 'detective', 'renee', 'harry', 'female', 'police', 'main', 'lapd', 'cop', 'shift', 'protagonist', 'cases', 'lead', 'novels', 'woman', 'twists', 'crime']",THE LATE SHOW,4035,"['Hardcover', '$12.59', '267', 'Used', 'from', '$1.01', '106', 'New', 'from', '$6.36', '25', 'Collectible', 'from', '$7.49', 'Paperback', '$12.80', '103', 'Used', 'from', '$2.00', '32', 'New', 'from', '$9.65', '1', 'Collectible', 'from', '$12.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-06,4.4 out of 5,https://www.amazon.com/Late-Show-Michael-Connelly/dp/0316225983?tag=NYTBS-20,7,12.59,4.4,pos,0.1
"In this psychological thriller, a woman is plagued by guilt over not having stopped to help a driver who turns out to have been murdered, and by fear of early-onset dementia.","['cass', 'paris', 'behind', 'closed', 'doors', 'ending', 'woman', 'thriller', 'dementia', 'road', 'early', 'kept', 'guilt', 'murdered', 'suspense', 'predictable', 'mother', 'psychological', 'main', 'page']",THE BREAKDOWN,899,"['Hardcover', '$13.07', '171', 'Used', 'from', '$1.49', '82', 'New', 'from', '$6.99', '5', 'Collectible', 'from', '$5.00', 'Paperback', '$13.58', '77', 'Used', 'from', '$5.50', '61', 'New', 'from', '$8.08', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-06,4.0 out of 5 s,https://www.amazon.com/Breakdown-Gripping-Thriller-Bestselling-Author/dp/1250122465?tag=NYTBS-20,2,13.07,4,,0
"A prominent South Carolina lawyer, researching her grandmother’s past, learns about a real-life Tennessee orphanage that kidnapped children and placed them for adoption with wealthy people.","['based', 'sad', 'wingate', 'fiction', 'heart', 'historical', 'tennessee', 'lisa', 'families', 'present', 'events', 'tann', 'happened', 'georgia', 'heartbreaking', 'adoption', 'page', 'told', 'parents', 'society']",BEFORE WE WERE YOURS,8049,"['Hardcover', '$14.82', '105', 'Used', 'from', '$8.04', '124', 'New', 'from', '$13.80', '3', 'Collectible', 'from', '$19.99', 'Paperback', 'from', '$45.99', '1', 'Used', 'from', '$48.99', '1', 'New', 'from', '$45.99', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$12.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-06,4.7 out of 5,https://www.amazon.com/Before-We-Were-Yours-Novel/dp/0425284689?tag=NYTBS-20,52,14.82,4.7,pos,0.25
"When a Berkeley woman vanishes after a hiking trip, her husband and daughter discover disturbing secrets.","['billie', 'olive', 'mother', 'jonathan', 'mystery', 'dead', 'ending', 'visions', 'twists', 'alive', 'brown', 'hiking', 'janelle', 'secrets', 'flanagan', 'kept', 'happened', 'disappearance', 'netgalley', 'guessing']",WATCH ME DISAPPEAR,360,"['Hardcover', '$15.88', '85', 'Used', 'from', '$1.96', '26', 'New', 'from', '$7.97', '5', 'Collectible', 'from', '$18.89', 'Paperback', '$13.32', '88', 'Used', 'from', '$2.91', '57', 'New', 'from', '$7.62', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$12.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-06,4.2 out of 5 s,https://www.amazon.com/Watch-Me-Disappear-Janelle-Brown/dp/0812989465?tag=NYTBS-20,1,15.88,4.2,neg,-0.5
Four old friends return to the site of their teenage adventures.,"['scooby', 'doo', 'cantero', 'mystery', 'horror', 'scooby-doo', 'detective', 'lovecraft', 'summer', 'gang', 'edgar', 'club', 'blyton', 'entertaining', 'references', 'andy', 'childhood', 'mysteries', 'grew', 'nostalgia']",MEDDLING KIDS,226,"['Hardcover', '$15.10', '78', 'Used', 'from', '$3.95', '71', 'New', 'from', '$8.10', '1', 'Collectible', 'from', '$13.95', 'Paperback', '$14.04', '54', 'Used', 'from', '$8.48', '63', 'New', 'from', '$9.54', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$11.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-06,4.0 out of 5 s,https://www.amazon.com/Meddling-Kids-Novel-Edgar-Cantero/dp/0385541996?tag=NYTBS-20,1,15.1,4,pos,0.05
Four school friends reunite as their long-held secret threatens to emerge.,"['ware', 'ruth', 'cabin', 'woman', 'ending', 'baby', 'mystery', 'isa', 'school', 'slow', 'girls', 'kept', 'suspense', 'twists', 'women', 'kate', 'main', 'dark', 'lies', 'fatima']",THE LYING GAME,881,"['Hardcover', '$12.43', '190', 'Used', 'from', '$1.45', '52', 'New', 'from', '$7.10', '13', 'Collectible', 'from', '$5.89', 'Paperback', '$9.34', '121', 'Used', 'from', '$2.02', '81', 'New', 'from', '$5.10', '3', 'Collectible', 'from', '$9.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$12.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-09-10,3.8 out of 5 s,https://www.amazon.com/Lying-Game-Novel-Ruth-Ware/dp/1501156004?tag=NYTBS-20,12,12.43,3.8,neg,-0.4
A North Dakota investigator pursues a trucker who preys on prostitutes.,"['cassie', 'lizard', 'king', 'joe', 'pickett', 'dewell', 'novels', 'killer', 'serial', 'ending', 'investigator', 'page', 'action', 'dakota', 'north', 'exciting', 'evil', 'truck', 'trap', 'suspense']",PARADISE VALLEY,527,"['Hardcover', '$4.59', '163', 'Used', 'from', '$1.33', '75', 'New', 'from', '$4.59', '14', 'Collectible', 'from', '$5.59', 'Paperback', '$14.99', '1', 'New', 'from', '$14.99', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$14.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-13,4.6 out of 5 s,https://www.amazon.com/Paradise-Valley-Novel-Highway-Quartet/dp/1250051045?tag=NYTBS-20,1,4.59,4.6,,0
"The final adventure in the series featuring Amelia Peabody and her archaeologist husband, Radcliffe Emerson.","['peters', 'elizabeth', 'hess', 'joan', 'emerson', 'ramses', 'nefret', 'mertz', 'final', 'mystery', 'sad', 'barbara', 'miss', 'finish', 'fans', 'writer', 'egypt', 'finishing', 'death', 'adventure']",THE PAINTED QUEEN,416,"['Hardcover', '$18.95', '105', 'Used', 'from', '$2.23', '56', 'New', 'from', '$7.95', '3', 'Collectible', 'from', '$28.00', 'Paperback', '$19.03', '56', 'Used', 'from', '$5.77', '47', 'New', 'from', '$18.34', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-13,3.6 out of 5 s,https://www.amazon.com/Painted-Queen-Amelia-Peabody-Suspense/dp/0062083511?tag=NYTBS-20,1,18.95,3.6,,0
The Manhattan prosecutor Alexandra Cooper becomes a suspect.,"['fairstein', 'alex', 'linda', 'mike', 'york', 'bronx', 'mercer', 'nyc', 'animal', 'zoo', 'chapman', 'murder', 'city', 'investigation', 'hunting', 'previous', 'mystery', 'boss', 'animals', 'battaglia']",DEADFALL,272,"['Hardcover', '$11.95', '137', 'Used', 'from', '$2.00', '62', 'New', 'from', '$5.22', '5', 'Collectible', 'from', '$8.00', 'Paperback', '$7.73', '52', 'Used', 'from', '$2.92', '56', 'New', 'from', '$6.73', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-13,4.0 out of 5 s,https://www.amazon.com/Deadfall-Alexandra-Cooper-Novel-Fairstein/dp/110198404X?tag=NYTBS-20,1,11.95,4,,0
A prequel to the “Star Wars” video game Battlefront II features the Imperial soldiers of Inferno Squad.,"['empire', 'golden', 'imperial', 'video', 'iden', 'christie', 'versio', 'death', 'universe', 'campaign', 'saw', 'canon', 'action', 'elite', 'destruction', 'tie', 'novels', 'main', 'perspective', 'rebel']",BATTLEFRONT II: INFERNO SQUAD,207,"['Hardcover', '$12.35', '67', 'Used', 'from', '$5.23', '59', 'New', 'from', '$10.50', '1', 'Collectible', 'from', '$87.95', 'Paperback', '$7.48', '43', 'Used', 'from', '$4.41', '49', 'New', 'from', '$6.73', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-13,4.2 out of 5 s,https://www.amazon.com/Battlefront-II-Inferno-Squad-Star/dp/1524796808?tag=NYTBS-20,1,12.35,4.2,neg,-0.4
A divorced woman has a sexual awakening in the digital age.,"['perrotta', 'tom', 'college', 'eve', 'porn', 'woman', 'sex', 'gender', 'brendan', 'ending', 'sexual', 'funny', 'mother', 'age', 'women', 'milf', 'sexuality', 'empty', 'lives', 'disappointing']",MRS. FLETCHER,463,"['Hardcover', '$8.52', '204', 'Used', 'from', '$1.25', '85', 'New', 'from', '$8.52', '11', 'Collectible', 'from', '$8.30', 'Paperback', '$11.00', '35', 'Used', 'from', '$10.88', '42', 'New', 'from', '$10.87', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$12.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-09-10,3.2 out of 5 s,https://www.amazon.com/Mrs-Fletcher-Novel-Tom-Perrotta/dp/1501144022?tag=NYTBS-20,4,8.52,3.2,pos,0.25
"Clay Edison, a deputy coroner and former star athlete, investigates a possible murder.","['kellerman', 'jonathan', 'jesse', 'delaware', 'alex', 'coroner', 'deputy', 'father', 'death', 'boring', 'main', 'mystery', 'murder', 'kellermans', 'authors', 'slow', 'novels', 'finish', 'interest', 'office']",CRIME SCENE,383,"['Hardcover', '$17.41', '165', 'Used', 'from', '$1.70', '60', 'New', 'from', '$4.96', '3', 'Collectible', 'from', '$6.00', 'Paperback', '$7.48', '114', 'Used', 'from', '$0.98', '54', 'New', 'from', '$6.73', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-20,3.6 out of 5 s,https://www.amazon.com/Crime-Scene-Novel-Jonathan-Kellerman-ebook/dp/B01N9DYCT2?tag=NYTBS-20,2,17.41,3.6,,0
The granddaughter of a Greek god must stop him from destroying her people by getting a weapon that is in the possession of a dragon.,"['kenyon', 'sherrilyn', 'dark', 'falcyn', 'medea', 'dragon', 'hunter', 'dragons', 'urian', 'hunters', 'previous', 'twists', 'romance', 'questions', 'avalon', 'beginning', 'confused', 'coming', 'lost', 'turns']",DRAGONSWORN,262,"['Hardcover', '$12.47', '68', 'Used', 'from', '$4.16', '65', 'New', 'from', '$8.48', '1', 'Collectible', 'from', '$48.49', 'Paperback', '$12.52', '5', 'Used', 'from', '$9.10', '13', 'New', 'from', '$8.52', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-20,4.5 out of 5 s,https://www.amazon.com/Dragonsworn-Dark-Hunter-Novels-Sherrilyn-Kenyon/dp/1250102650?tag=NYTBS-20,1,12.47,4.5,neg,-0.1
The final book in the Bourbon Kings series.,"['ward', 'ending', 'trilogy', 'final', 'lane', 'gin', 'sad', 'edward', 'drama', 'murder', 'conclusion', 'baldwine', 'kentucky', 'mystery', 'samuel', 'max', 'heart', 'lizzie', 'page', 'ends']",DEVIL'S CUT,334,"['Hardcover', '$20.58', '59', 'Used', 'from', '$2.94', '10', 'New', 'from', '$11.08', '1', 'Collectible', 'from', '$13.99', 'Paperback', '$8.97', '5', 'Used', 'from', '$8.49', '15', 'New', 'from', '$8.46', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$7.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-20,4.8 out of 5 s,https://www.amazon.com/Devils-Cut-Bourbon-Kings-Novel/dp/0451475305?tag=NYTBS-20,1,20.58,4.8,,0
"As Shay Benson begins her life anew, building a relationship with Pastor Drew Douglas, her brother's return threatens to undo it.","['debbie', 'macomber', 'shay', 'drew', 'pastor', 'chances', 'brother', 'church', 'redemption', 'faith', 'prison', 'romance', 'netgalley', 'chance', 'douglas', 'god', 'benson', 'honest', 'heart', 'copy']",ANY DREAM WILL DO,749,"['Hardcover', '$14.59', '171', 'Used', 'from', '$1.06', '67', 'New', 'from', '$7.50', '4', 'Collectible', 'from', '$7.43', 'Paperback', '$13.89', '54', 'Used', 'from', '$4.32', '47', 'New', 'from', '$13.87', '1', 'Collectible', 'from', '$14.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$5.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-09-10,4.6 out of 5 s,https://www.amazon.com/Any-Dream-Will-Do-Novel-ebook/dp/B01N08JNLG?tag=NYTBS-20,4,14.59,4.6,,0
"Herbie Fisher, the protégé of Stone Barrington, becomes a partner at a law firm and finds himself in a web of deceit.","['woods', 'stuart', 'stone', 'barrington', 'usual', 'novels', 'dino', 'entertaining', 'twists', 'enjoyable', 'ending', 'herb', 'kept', 'main', 'wood', 'worst', 'disappointing', 'turns', 'humor', 'lawyer']",BARELY LEGAL,334,"['Hardcover', '$11.84', '161', 'Used', 'from', '$0.36', '69', 'New', 'from', '$5.62', '6', 'Collectible', 'from', '$5.95', 'Paperback', '$7.48', '124', 'Used', 'from', '$0.99', '55', 'New', 'from', '$6.73', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-27,4.1 out of 5 s,https://www.amazon.com/Barely-Legal-Herbie-Fisher-Stuart-ebook/dp/B01N9H1TO2?tag=NYTBS-20,1,11.84,4.1,neg,-0.2
"The youngest Grey sister, Mary, is left to face her ruthless cousin, Queen Elizabeth.","['gregory', 'philippa', 'elizabeth', 'sisters', 'queen', 'grey', 'jane', 'historical', 'mary', 'katherine', 'fiction', 'sister', 'boring', 'tudors', 'lives', 'sad', 'period', 'women', 'lady', 'known']",THE LAST TUDOR,541,"['Hardcover', '$15.39', '119', 'Used', 'from', '$3.42', '64', 'New', 'from', '$7.70', '2', 'Collectible', 'from', '$15.00', 'Paperback', '$10.96', '55', 'Used', 'from', '$4.19', '69', 'New', 'from', '$4.69', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$12.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-27,4.2 out of 5 s,https://www.amazon.com/Last-Tudor-Plantagenet-Novels-ebook/dp/B01MQSQ3NT?tag=NYTBS-20,1,15.39,4.2,neg,-0.35
The lawyer Charlotte Quinn is challenged when violence returns to her hometown of Pikesville.,"['slaughter', 'karin', 'twists', 'turns', 'charlie', 'sisters', 'page', 'kept', 'sam', 'father', 'mystery', 'thriller', 'crime', 'rusty', 'happened', 'graphic', 'ending', 'mother', 'town', 'tragedy']",THE GOOD DAUGHTER,1406,"['Hardcover', '$15.64', '146', 'Used', 'from', '$1.33', '65', 'New', 'from', '$7.20', '8', 'Collectible', 'from', '$6.33', 'Paperback', '$16.99', '1', 'New', 'from', '$16.99', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-09-10,4.5 out of 5,https://www.amazon.com/Good-Daughter-Novel-Karin-Slaughter-ebook/dp/B01N7BJZEA?tag=NYTBS-20,0,15.64,4.5,,0
American-born spy Maggie Hope searches for her half sister in Nazi-occupied France during World War II.,"['macneal', 'war', 'ending', 'historical', 'wwii', 'susan', 'soe', 'nazi', 'chanel', 'coco', 'british', 'elia', 'page', 'churchill', 'undercover', 'agents', 'spies', 'nazis', 'sister', 'exciting']",THE PARIS SPY,222,"['Hardcover', '$15.97', '52', 'Used', 'from', '$4.12', '25', 'New', 'from', '$9.10', '1', 'Collectible', 'from', '$12.95', 'Paperback', '$11.00', '56', 'Used', 'from', '$5.47', '56', 'New', 'from', '$9.40', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$11.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-08-27,4.4 out of 5 s,https://www.amazon.com/Paris-Spy-Maggie-Hope-Mystery/dp/0399593802?tag=NYTBS-20,1,15.97,4.4,neg,-0.1666666667
The 25th Kinsey Millhone mystery novel. A former student from an elite private school is released from prison and a sociopath returns to haunt the detective.,"['grafton', 'sue', 'alphabet', 'sad', 'mystery', 'miss', 'milhone', 'sorry', 'henry', 'previous', 'usual', 'ending', 'novels', 'kept', 'letter', 'finish', 'disappointing', 'final', 'missed', 'ends']",Y IS FOR YESTERDAY,2860,"['Hardcover', '$16.61', '193', 'Used', 'from', '$2.30', '92', 'New', 'from', '$9.05', '7', 'Collectible', 'from', '$7.50', 'Paperback', '$14.40', '63', 'Used', 'from', '$7.94', '58', 'New', 'from', '$10.48', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$3.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-09-10,4.2 out of 5,https://www.amazon.com/Y-Yesterday-Kinsey-Millhone-Novel-ebook/dp/B01MUBJLNC?tag=NYTBS-20,6,16.61,4.2,,0
Two New York writers go undercover to expose the secrets of a powerful retailer.,"['patterson', 'james', 'ending', 'waste', 'name', 'scary', 'future', 'stepford', 'worst', 'company', 'wrote', 'stupid', 'write', 'library', 'idea', 'twist', 'page', 'predictable', 'writers', 'finished']",THE STORE,534,"['Hardcover', '$15.00', '224', 'Used', 'from', '$1.01', '84', 'New', 'from', '$3.82', '14', 'Collectible', 'from', '$7.50', 'Paperback', '$10.87', '98', 'Used', 'from', '$1.23', '56', 'New', 'from', '$4.75', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-09-10,3.3 out of 5 s,https://www.amazon.com/Store-James-Patterson-ebook/dp/B01MYGCHSG?tag=NYTBS-20,4,15,3.3,pos,0.2181818182
The TV journalist Kerra Bailey and former federal agent John Trapper join forces to expose a web of conspiracy behind a hotel bombing in Dallas.,"['brown', 'sandra', 'twists', 'turns', 'romance', 'suspense', 'trapper', 'mystery', 'kerra', 'kept', 'sex', 'guessing', 'page', 'major', 'bombing', 'hero', 'john', 'ending', 'interview', 'twist']",SEEING RED,1009,"['Hardcover', '$16.79', '250', 'Used', 'from', '$1.01', '71', 'New', 'from', '$5.58', '10', 'Collectible', 'from', '$5.47', 'Paperback', '$9.42', '175', 'Used', 'from', '$1.18', '55', 'New', 'from', '$4.11', '5', 'Collectible', 'from', '$5.99', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-09-10,4.4 out of 5,https://www.amazon.com/Seeing-Red-Sandra-Brown/dp/1455572101?tag=NYTBS-20,4,16.79,4.4,neg,-0.2
"A newly married couple search for the wife's missing son, which leads them to a border town in the middle of a drug war.","['krueger', 'kent', 'william', 'minnesota', 'arizona', 'border', 'political', 'setting', 'immigration', 'rainy', 'desert', 'drug', 'illegal', 'northern', 'usual', 'southwest', 'country', 'native', 'north', 'peter']",SULFUR SPRINGS,316,"['Hardcover', '$15.85', '89', 'Used', 'from', '$5.47', '60', 'New', 'from', '$7.45', '11', 'Collectible', 'from', '$10.00', 'Paperback', '$12.96', '50', 'Used', 'from', '$8.97', '51', 'New', 'from', '$9.99', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-09-10,4.3 out of 5 s,https://www.amazon.com/Sulfur-Springs-Novel-OConnor-Mystery/dp/150114734X?tag=NYTBS-20,1,15.85,4.3,pos,0.0166666667
"Bennie Rosato and Mary DiNunzio find themselves on opposite sides of a lawsuit, threatening their friendship and their law firm.","['scottoline', 'lisa', 'mary', 'bennie', 'law', 'legal', 'firm', 'conflict', 'twists', 'company', 'simon', 'interest', 'ending', 'turns', 'parent', 'partner', 'partners', 'judy', 'represents', 'novels']",EXPOSED,355,"['Hardcover', '$13.48', '166', 'Used', 'from', '$1.01', '80', 'New', 'from', '$3.68', '16', 'Collectible', 'from', '$7.69', 'Paperback', '$13.58', '54', 'Used', 'from', '$6.78', '65', 'New', 'from', '$10.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-09-10,4.6 out of 5 s,https://www.amazon.com/Exposed-Rosato-DiNunzio-Lisa-Scottoline-ebook/dp/B01N5SDC9D?tag=NYTBS-20,2,13.48,4.6,neg,-0.1
